participant.id_in_session,participant.code,participant.payoff,player.id_in_group,player.P1,player.P2,player.payoff,subsession.round_number,subsession.treatment_type,subsession.num_initial_points,subsession.X,subsession.Y,subsession.Z,subsession.subsession_pk,session.code,session.label
6,512prdu2,717,6,,,0,17,,300,,,,977,rr9yah9y,D2S6b
7,crbx0n6k,681,7,,,0,17,,300,,,,977,rr9yah9y,D2S6b
8,yjxdzlx5,678,8,,,0,17,,300,,,,977,rr9yah9y,D2S6b
1,lg0rk9wb,641,1,,,0,18,,300,,,,978,rr9yah9y,D2S6b
2,0w3gtnk5,630,2,,,0,18,,300,,,,978,rr9yah9y,D2S6b
3,4zolqy95,678,3,,,0,18,,300,,,,978,rr9yah9y,D2S6b
4,p0ap3rqq,593,4,,,0,18,,300,,,,978,rr9yah9y,D2S6b
5,orbujnbu,693,5,,,0,18,,300,,,,978,rr9yah9y,D2S6b
6,512prdu2,717,6,,,0,18,,300,,,,978,rr9yah9y,D2S6b
7,crbx0n6k,681,7,,,0,18,,300,,,,978,rr9yah9y,D2S6b
8,yjxdzlx5,678,8,,,0,18,,300,,,,978,rr9yah9y,D2S6b
1,lg0rk9wb,641,1,,,0,19,,300,,,,979,rr9yah9y,D2S6b
2,0w3gtnk5,630,2,,,0,19,,300,,,,979,rr9yah9y,D2S6b
3,4zolqy95,678,3,,,0,19,,300,,,,979,rr9yah9y,D2S6b
4,p0ap3rqq,593,4,,,0,19,,300,,,,979,rr9yah9y,D2S6b
5,orbujnbu,693,5,,,0,19,,300,,,,979,rr9yah9y,D2S6b
6,512prdu2,717,6,,,0,19,,300,,,,979,rr9yah9y,D2S6b
7,crbx0n6k,681,7,,,0,19,,300,,,,979,rr9yah9y,D2S6b
8,yjxdzlx5,678,8,,,0,19,,300,,,,979,rr9yah9y,D2S6b
1,lg0rk9wb,641,1,,,0,20,,300,,,,980,rr9yah9y,D2S6b
2,0w3gtnk5,630,2,,,0,20,,300,,,,980,rr9yah9y,D2S6b
3,4zolqy95,678,3,,,0,20,,300,,,,980,rr9yah9y,D2S6b
4,p0ap3rqq,593,4,,,0,20,,300,,,,980,rr9yah9y,D2S6b
5,orbujnbu,693,5,,,0,20,,300,,,,980,rr9yah9y,D2S6b
6,512prdu2,717,6,,,0,20,,300,,,,980,rr9yah9y,D2S6b
7,crbx0n6k,681,7,,,0,20,,300,,,,980,rr9yah9y,D2S6b
8,yjxdzlx5,678,8,,,0,20,,300,,,,980,rr9yah9y,D2S6b
1,9yh5h68a,653,1,45,45,310,1,3,300,45,20,10,981,ec512gfe,D3S1a
2,fr9cvkmq,598,2,45,45,310,1,3,300,45,20,10,981,ec512gfe,D3S1a
3,lm52wh33,718,3,45,45,310,1,3,300,45,20,10,981,ec512gfe,D3S1a
4,lwzguohg,638,4,45,45,310,1,3,300,45,20,10,981,ec512gfe,D3S1a
5,f5gjwe6v,597,5,55,55,300,1,3,300,45,20,10,981,ec512gfe,D3S1a
6,1xjh4kuc,718,6,45,45,310,1,3,300,45,20,10,981,ec512gfe,D3S1a
7,4p79jyy4,698,7,50,50,305,1,3,300,45,20,10,981,ec512gfe,D3S1a
8,x719a3by,659,8,45,45,310,1,3,300,45,20,10,981,ec512gfe,D3S1a
9,rjvce3az,596,9,45,45,310,1,3,300,45,20,10,981,ec512gfe,D3S1a
1,9yh5h68a,653,1,15,15,20,2,3,300,15,30,20,982,ec512gfe,D3S1a
2,fr9cvkmq,598,2,15,15,20,2,3,300,15,30,20,982,ec512gfe,D3S1a
3,lm52wh33,718,3,15,15,20,2,3,300,15,30,20,982,ec512gfe,D3S1a
4,lwzguohg,638,4,15,15,20,2,3,300,15,30,20,982,ec512gfe,D3S1a
5,f5gjwe6v,597,5,25,25,10,2,3,300,15,30,20,982,ec512gfe,D3S1a
6,1xjh4kuc,718,6,15,15,20,2,3,300,15,30,20,982,ec512gfe,D3S1a
7,4p79jyy4,698,7,20,20,15,2,3,300,15,30,20,982,ec512gfe,D3S1a
8,x719a3by,659,8,17,17,18,2,3,300,15,30,20,982,ec512gfe,D3S1a
9,rjvce3az,596,9,15,15,20,2,3,300,15,30,20,982,ec512gfe,D3S1a
1,9yh5h68a,653,1,30,30,15,3,3,300,30,50,15,983,ec512gfe,D3S1a
2,fr9cvkmq,598,2,30,30,15,3,3,300,30,50,15,983,ec512gfe,D3S1a
3,lm52wh33,718,3,30,30,15,3,3,300,30,50,15,983,ec512gfe,D3S1a
4,lwzguohg,638,4,30,30,15,3,3,300,30,50,15,983,ec512gfe,D3S1a
5,f5gjwe6v,597,5,30,30,15,3,3,300,30,50,15,983,ec512gfe,D3S1a
6,1xjh4kuc,718,6,30,30,15,3,3,300,30,50,15,983,ec512gfe,D3S1a
7,4p79jyy4,698,7,30,30,15,3,3,300,30,50,15,983,ec512gfe,D3S1a
8,x719a3by,659,8,30,30,15,3,3,300,30,50,15,983,ec512gfe,D3S1a
9,rjvce3az,596,9,30,30,15,3,3,300,30,50,15,983,ec512gfe,D3S1a
1,9yh5h68a,653,1,25,25,15,4,1,300,20,25,10,984,ec512gfe,D3S1a
2,fr9cvkmq,598,2,25,25,15,4,1,300,20,25,10,984,ec512gfe,D3S1a
3,lm52wh33,718,3,25,25,15,4,1,300,20,25,10,984,ec512gfe,D3S1a
4,lwzguohg,638,4,25,25,15,4,1,300,20,25,10,984,ec512gfe,D3S1a
5,f5gjwe6v,597,5,15,15,0,4,1,300,20,25,10,984,ec512gfe,D3S1a
6,1xjh4kuc,718,6,25,25,15,4,1,300,20,25,10,984,ec512gfe,D3S1a
7,4p79jyy4,698,7,25,25,15,4,1,300,20,25,10,984,ec512gfe,D3S1a
8,x719a3by,659,8,20,20,10,4,1,300,20,25,10,984,ec512gfe,D3S1a
9,rjvce3az,596,9,25,25,15,4,1,300,20,25,10,984,ec512gfe,D3S1a
1,9yh5h68a,653,1,40,40,20,5,1,300,40,30,15,985,ec512gfe,D3S1a
2,fr9cvkmq,598,2,40,40,20,5,1,300,40,30,15,985,ec512gfe,D3S1a
3,lm52wh33,718,3,40,40,20,5,1,300,40,30,15,985,ec512gfe,D3S1a
4,lwzguohg,638,4,40,40,20,5,1,300,40,30,15,985,ec512gfe,D3S1a
5,f5gjwe6v,597,5,30,30,15,5,1,300,40,30,15,985,ec512gfe,D3S1a
6,1xjh4kuc,718,6,40,40,20,5,1,300,40,30,15,985,ec512gfe,D3S1a
7,4p79jyy4,698,7,40,40,20,5,1,300,40,30,15,985,ec512gfe,D3S1a
8,x719a3by,659,8,40,40,20,5,1,300,40,30,15,985,ec512gfe,D3S1a
9,rjvce3az,596,9,40,40,20,5,1,300,40,30,15,985,ec512gfe,D3S1a
1,9yh5h68a,653,1,60,60,10,6,1,300,60,30,20,986,ec512gfe,D3S1a
2,fr9cvkmq,598,2,30,30,20,6,1,300,60,30,20,986,ec512gfe,D3S1a
3,lm52wh33,718,3,30,30,20,6,1,300,60,30,20,986,ec512gfe,D3S1a
4,lwzguohg,638,4,30,30,20,6,1,300,60,30,20,986,ec512gfe,D3S1a
5,f5gjwe6v,597,5,25,25,0,6,1,300,60,30,20,986,ec512gfe,D3S1a
6,1xjh4kuc,718,6,30,30,20,6,1,300,60,30,20,986,ec512gfe,D3S1a
7,4p79jyy4,698,7,60,60,10,6,1,300,60,30,20,986,ec512gfe,D3S1a
8,x719a3by,659,8,60,60,10,6,1,300,60,30,20,986,ec512gfe,D3S1a
9,rjvce3az,596,9,60,60,10,6,1,300,60,30,20,986,ec512gfe,D3S1a
1,9yh5h68a,653,1,15,15,15,7,1,300,40,15,15,987,ec512gfe,D3S1a
2,fr9cvkmq,598,2,15,15,15,7,1,300,40,15,15,987,ec512gfe,D3S1a
3,lm52wh33,718,3,15,15,15,7,1,300,40,15,15,987,ec512gfe,D3S1a
4,lwzguohg,638,4,15,15,15,7,1,300,40,15,15,987,ec512gfe,D3S1a
5,f5gjwe6v,597,5,40,40,5,7,1,300,40,15,15,987,ec512gfe,D3S1a
6,1xjh4kuc,718,6,15,15,15,7,1,300,40,15,15,987,ec512gfe,D3S1a
7,4p79jyy4,698,7,15,15,15,7,1,300,40,15,15,987,ec512gfe,D3S1a
8,x719a3by,659,8,40,40,5,7,1,300,40,15,15,987,ec512gfe,D3S1a
9,rjvce3az,596,9,40,40,5,7,1,300,40,15,15,987,ec512gfe,D3S1a
1,9yh5h68a,653,1,15,15,15,8,1,300,25,15,15,988,ec512gfe,D3S1a
2,fr9cvkmq,598,2,25,25,20,8,1,300,25,15,15,988,ec512gfe,D3S1a
3,lm52wh33,718,3,25,25,20,8,1,300,25,15,15,988,ec512gfe,D3S1a
4,lwzguohg,638,4,25,25,20,8,1,300,25,15,15,988,ec512gfe,D3S1a
5,f5gjwe6v,597,5,25,25,20,8,1,300,25,15,15,988,ec512gfe,D3S1a
6,1xjh4kuc,718,6,25,25,20,8,1,300,25,15,15,988,ec512gfe,D3S1a
7,4p79jyy4,698,7,25,25,20,8,1,300,25,15,15,988,ec512gfe,D3S1a
8,x719a3by,659,8,25,25,20,8,1,300,25,15,15,988,ec512gfe,D3S1a
9,rjvce3az,596,9,25,25,20,8,1,300,25,15,15,988,ec512gfe,D3S1a
1,9yh5h68a,653,1,40,40,20,9,1,300,50,40,20,989,ec512gfe,D3S1a
2,fr9cvkmq,598,2,50,50,30,9,1,300,50,40,20,989,ec512gfe,D3S1a
3,lm52wh33,718,3,50,50,30,9,1,300,50,40,20,989,ec512gfe,D3S1a
4,lwzguohg,638,4,50,50,30,9,1,300,50,40,20,989,ec512gfe,D3S1a
5,f5gjwe6v,597,5,50,50,30,9,1,300,50,40,20,989,ec512gfe,D3S1a
6,1xjh4kuc,718,6,50,50,30,9,1,300,50,40,20,989,ec512gfe,D3S1a
7,4p79jyy4,698,7,50,50,30,9,1,300,50,40,20,989,ec512gfe,D3S1a
8,x719a3by,659,8,50,50,30,9,1,300,50,40,20,989,ec512gfe,D3S1a
9,rjvce3az,596,9,50,50,30,9,1,300,50,40,20,989,ec512gfe,D3S1a
1,9yh5h68a,653,1,30,30,10,10,1,300,30,45,10,990,ec512gfe,D3S1a
2,fr9cvkmq,598,2,30,30,10,10,1,300,30,45,10,990,ec512gfe,D3S1a
3,lm52wh33,718,3,30,30,10,10,1,300,30,45,10,990,ec512gfe,D3S1a
4,lwzguohg,638,4,30,30,10,10,1,300,30,45,10,990,ec512gfe,D3S1a
5,f5gjwe6v,597,5,30,30,10,10,1,300,30,45,10,990,ec512gfe,D3S1a
6,1xjh4kuc,718,6,30,30,10,10,1,300,30,45,10,990,ec512gfe,D3S1a
7,4p79jyy4,698,7,30,30,10,10,1,300,30,45,10,990,ec512gfe,D3S1a
8,x719a3by,659,8,45,45,5,10,1,300,30,45,10,990,ec512gfe,D3S1a
9,rjvce3az,596,9,45,45,5,10,1,300,30,45,10,990,ec512gfe,D3S1a
1,9yh5h68a,653,1,45,45,5,11,1,300,45,20,15,991,ec512gfe,D3S1a
2,fr9cvkmq,598,2,20,20,15,11,1,300,45,20,15,991,ec512gfe,D3S1a
3,lm52wh33,718,3,20,20,15,11,1,300,45,20,15,991,ec512gfe,D3S1a
4,lwzguohg,638,4,20,20,15,11,1,300,45,20,15,991,ec512gfe,D3S1a
5,f5gjwe6v,597,5,45,45,5,11,1,300,45,20,15,991,ec512gfe,D3S1a
6,1xjh4kuc,718,6,20,20,15,11,1,300,45,20,15,991,ec512gfe,D3S1a
7,4p79jyy4,698,7,20,20,15,11,1,300,45,20,15,991,ec512gfe,D3S1a
8,x719a3by,659,8,20,20,15,11,1,300,45,20,15,991,ec512gfe,D3S1a
9,rjvce3az,596,9,45,45,5,11,1,300,45,20,15,991,ec512gfe,D3S1a
1,9yh5h68a,653,1,30,30,15,12,1,300,40,30,15,992,ec512gfe,D3S1a
2,fr9cvkmq,598,2,40,40,20,12,1,300,40,30,15,992,ec512gfe,D3S1a
3,lm52wh33,718,3,40,40,20,12,1,300,40,30,15,992,ec512gfe,D3S1a
4,lwzguohg,638,4,40,40,20,12,1,300,40,30,15,992,ec512gfe,D3S1a
5,f5gjwe6v,597,5,30,30,15,12,1,300,40,30,15,992,ec512gfe,D3S1a
6,1xjh4kuc,718,6,40,40,20,12,1,300,40,30,15,992,ec512gfe,D3S1a
7,4p79jyy4,698,7,40,40,20,12,1,300,40,30,15,992,ec512gfe,D3S1a
8,x719a3by,659,8,40,40,20,12,1,300,40,30,15,992,ec512gfe,D3S1a
9,rjvce3az,596,9,40,40,20,12,1,300,40,30,15,992,ec512gfe,D3S1a
1,9yh5h68a,653,1,20,20,20,13,1,300,20,35,20,993,ec512gfe,D3S1a
2,fr9cvkmq,598,2,35,35,25,13,1,300,20,35,20,993,ec512gfe,D3S1a
3,lm52wh33,718,3,35,35,25,13,1,300,20,35,20,993,ec512gfe,D3S1a
4,lwzguohg,638,4,35,35,25,13,1,300,20,35,20,993,ec512gfe,D3S1a
5,f5gjwe6v,597,5,30,30,10,13,1,300,20,35,20,993,ec512gfe,D3S1a
6,1xjh4kuc,718,6,35,35,25,13,1,300,20,35,20,993,ec512gfe,D3S1a
7,4p79jyy4,698,7,35,35,25,13,1,300,20,35,20,993,ec512gfe,D3S1a
8,x719a3by,659,8,35,35,25,13,1,300,20,35,20,993,ec512gfe,D3S1a
9,rjvce3az,596,9,35,35,25,13,1,300,20,35,20,993,ec512gfe,D3S1a
1,9yh5h68a,653,1,10,10,15,14,1,300,30,10,15,994,ec512gfe,D3S1a
2,fr9cvkmq,598,2,10,10,15,14,1,300,30,10,15,994,ec512gfe,D3S1a
3,lm52wh33,718,3,10,10,15,14,1,300,30,10,15,994,ec512gfe,D3S1a
4,lwzguohg,638,4,10,10,15,14,1,300,30,10,15,994,ec512gfe,D3S1a
5,f5gjwe6v,597,5,26,26,-1,14,1,300,30,10,15,994,ec512gfe,D3S1a
6,1xjh4kuc,718,6,10,10,15,14,1,300,30,10,15,994,ec512gfe,D3S1a
7,4p79jyy4,698,7,10,10,15,14,1,300,30,10,15,994,ec512gfe,D3S1a
8,x719a3by,659,8,30,30,10,14,1,300,30,10,15,994,ec512gfe,D3S1a
9,rjvce3az,596,9,30,30,10,14,1,300,30,10,15,994,ec512gfe,D3S1a
1,9yh5h68a,653,1,30,30,8,15,1,300,30,40,8,995,ec512gfe,D3S1a
2,fr9cvkmq,598,2,30,30,8,15,1,300,30,40,8,995,ec512gfe,D3S1a
3,lm52wh33,718,3,30,30,8,15,1,300,30,40,8,995,ec512gfe,D3S1a
4,lwzguohg,638,4,30,30,8,15,1,300,30,40,8,995,ec512gfe,D3S1a
5,f5gjwe6v,597,5,35,35,3,15,1,300,30,40,8,995,ec512gfe,D3S1a
6,1xjh4kuc,718,6,30,30,8,15,1,300,30,40,8,995,ec512gfe,D3S1a
7,4p79jyy4,698,7,30,30,8,15,1,300,30,40,8,995,ec512gfe,D3S1a
8,x719a3by,659,8,40,40,6,15,1,300,30,40,8,995,ec512gfe,D3S1a
9,rjvce3az,596,9,40,40,6,15,1,300,30,40,8,995,ec512gfe,D3S1a
1,9yh5h68a,653,1,,,0,16,,300,,,,996,ec512gfe,D3S1a
2,fr9cvkmq,598,2,,,0,16,,300,,,,996,ec512gfe,D3S1a
3,lm52wh33,718,3,,,0,16,,300,,,,996,ec512gfe,D3S1a
4,lwzguohg,638,4,,,0,16,,300,,,,996,ec512gfe,D3S1a
5,f5gjwe6v,597,5,,,0,16,,300,,,,996,ec512gfe,D3S1a
6,1xjh4kuc,718,6,,,0,16,,300,,,,996,ec512gfe,D3S1a
7,4p79jyy4,698,7,,,0,16,,300,,,,996,ec512gfe,D3S1a
8,x719a3by,659,8,,,0,16,,300,,,,996,ec512gfe,D3S1a
9,rjvce3az,596,9,,,0,16,,300,,,,996,ec512gfe,D3S1a
1,9yh5h68a,653,1,,,0,17,,300,,,,997,ec512gfe,D3S1a
2,fr9cvkmq,598,2,,,0,17,,300,,,,997,ec512gfe,D3S1a
3,lm52wh33,718,3,,,0,17,,300,,,,997,ec512gfe,D3S1a
4,lwzguohg,638,4,,,0,17,,300,,,,997,ec512gfe,D3S1a
5,f5gjwe6v,597,5,,,0,17,,300,,,,997,ec512gfe,D3S1a
6,1xjh4kuc,718,6,,,0,17,,300,,,,997,ec512gfe,D3S1a
7,4p79jyy4,698,7,,,0,17,,300,,,,997,ec512gfe,D3S1a
8,x719a3by,659,8,,,0,17,,300,,,,997,ec512gfe,D3S1a
9,rjvce3az,596,9,,,0,17,,300,,,,997,ec512gfe,D3S1a
1,9yh5h68a,653,1,,,0,18,,300,,,,998,ec512gfe,D3S1a
2,fr9cvkmq,598,2,,,0,18,,300,,,,998,ec512gfe,D3S1a
3,lm52wh33,718,3,,,0,18,,300,,,,998,ec512gfe,D3S1a
4,lwzguohg,638,4,,,0,18,,300,,,,998,ec512gfe,D3S1a
5,f5gjwe6v,597,5,,,0,18,,300,,,,998,ec512gfe,D3S1a
6,1xjh4kuc,718,6,,,0,18,,300,,,,998,ec512gfe,D3S1a
7,4p79jyy4,698,7,,,0,18,,300,,,,998,ec512gfe,D3S1a
8,x719a3by,659,8,,,0,18,,300,,,,998,ec512gfe,D3S1a
9,rjvce3az,596,9,,,0,18,,300,,,,998,ec512gfe,D3S1a
1,9yh5h68a,653,1,,,0,19,,300,,,,999,ec512gfe,D3S1a
2,fr9cvkmq,598,2,,,0,19,,300,,,,999,ec512gfe,D3S1a
3,lm52wh33,718,3,,,0,19,,300,,,,999,ec512gfe,D3S1a
4,lwzguohg,638,4,,,0,19,,300,,,,999,ec512gfe,D3S1a
5,f5gjwe6v,597,5,,,0,19,,300,,,,999,ec512gfe,D3S1a
6,1xjh4kuc,718,6,,,0,19,,300,,,,999,ec512gfe,D3S1a
7,4p79jyy4,698,7,,,0,19,,300,,,,999,ec512gfe,D3S1a
8,x719a3by,659,8,,,0,19,,300,,,,999,ec512gfe,D3S1a
9,rjvce3az,596,9,,,0,19,,300,,,,999,ec512gfe,D3S1a
1,9yh5h68a,653,1,,,0,20,,300,,,,1000,ec512gfe,D3S1a
2,fr9cvkmq,598,2,,,0,20,,300,,,,1000,ec512gfe,D3S1a
3,lm52wh33,718,3,,,0,20,,300,,,,1000,ec512gfe,D3S1a
4,lwzguohg,638,4,,,0,20,,300,,,,1000,ec512gfe,D3S1a
5,f5gjwe6v,597,5,,,0,20,,300,,,,1000,ec512gfe,D3S1a
6,1xjh4kuc,718,6,,,0,20,,300,,,,1000,ec512gfe,D3S1a
7,4p79jyy4,698,7,,,0,20,,300,,,,1000,ec512gfe,D3S1a
8,x719a3by,659,8,,,0,20,,300,,,,1000,ec512gfe,D3S1a
9,rjvce3az,596,9,,,0,20,,300,,,,1000,ec512gfe,D3S1a
1,brerdqcz,718,1,45,45,310,1,3,300,45,20,10,1001,o4aw7m0f,D3S1b
2,ev9blazq,758,2,45,45,310,1,3,300,45,20,10,1001,o4aw7m0f,D3S1b
3,07rqm0nm,583,3,45,45,310,1,3,300,45,20,10,1001,o4aw7m0f,D3S1b
4,j4sdwudt,698,4,45,45,310,1,3,300,45,20,10,1001,o4aw7m0f,D3S1b
5,3z7r6y4w,606,5,10,10,300,1,3,300,45,20,10,1001,o4aw7m0f,D3S1b
6,1flipg31,673,6,45,45,310,1,3,300,45,20,10,1001,o4aw7m0f,D3S1b
7,5m1k418p,718,7,45,45,310,1,3,300,45,20,10,1001,o4aw7m0f,D3S1b
8,56ho1se3,650,8,45,45,310,1,3,300,45,20,10,1001,o4aw7m0f,D3S1b
9,w50nstnk,710,9,45,45,310,1,3,300,45,20,10,1001,o4aw7m0f,D3S1b
10,efvi54fe,738,10,45,45,310,1,3,300,45,20,10,1001,o4aw7m0f,D3S1b
1,brerdqcz,718,1,15,15,20,2,3,300,15,30,20,1002,o4aw7m0f,D3S1b
2,ev9blazq,758,2,15,15,20,2,3,300,15,30,20,1002,o4aw7m0f,D3S1b
3,07rqm0nm,583,3,20,20,15,2,3,300,15,30,20,1002,o4aw7m0f,D3S1b
4,j4sdwudt,698,4,15,15,20,2,3,300,15,30,20,1002,o4aw7m0f,D3S1b
5,3z7r6y4w,606,5,15,15,20,2,3,300,15,30,20,1002,o4aw7m0f,D3S1b
6,1flipg31,673,6,15,15,20,2,3,300,15,30,20,1002,o4aw7m0f,D3S1b
7,5m1k418p,718,7,15,15,20,2,3,300,15,30,20,1002,o4aw7m0f,D3S1b
8,56ho1se3,650,8,15,15,20,2,3,300,15,30,20,1002,o4aw7m0f,D3S1b
9,w50nstnk,710,9,15,15,20,2,3,300,15,30,20,1002,o4aw7m0f,D3S1b
10,efvi54fe,738,10,15,15,20,2,3,300,15,30,20,1002,o4aw7m0f,D3S1b
1,brerdqcz,718,1,30,30,15,3,3,300,30,50,15,1003,o4aw7m0f,D3S1b
2,ev9blazq,758,2,30,30,15,3,3,300,30,50,15,1003,o4aw7m0f,D3S1b
3,07rqm0nm,583,3,30,30,15,3,3,300,30,50,15,1003,o4aw7m0f,D3S1b
4,j4sdwudt,698,4,30,30,15,3,3,300,30,50,15,1003,o4aw7m0f,D3S1b
5,3z7r6y4w,606,5,30,30,15,3,3,300,30,50,15,1003,o4aw7m0f,D3S1b
6,1flipg31,673,6,30,30,15,3,3,300,30,50,15,1003,o4aw7m0f,D3S1b
7,5m1k418p,718,7,30,30,15,3,3,300,30,50,15,1003,o4aw7m0f,D3S1b
8,56ho1se3,650,8,30,30,15,3,3,300,30,50,15,1003,o4aw7m0f,D3S1b
9,w50nstnk,710,9,30,30,15,3,3,300,30,50,15,1003,o4aw7m0f,D3S1b
10,efvi54fe,738,10,30,30,15,3,3,300,30,50,15,1003,o4aw7m0f,D3S1b
1,brerdqcz,718,1,25,25,15,4,1,300,20,25,10,1004,o4aw7m0f,D3S1b
2,ev9blazq,758,2,25,25,15,4,1,300,20,25,10,1004,o4aw7m0f,D3S1b
3,07rqm0nm,583,3,25,25,15,4,1,300,20,25,10,1004,o4aw7m0f,D3S1b
4,j4sdwudt,698,4,25,25,15,4,1,300,20,25,10,1004,o4aw7m0f,D3S1b
5,3z7r6y4w,606,5,25,25,15,4,1,300,20,25,10,1004,o4aw7m0f,D3S1b
6,1flipg31,673,6,25,25,15,4,1,300,20,25,10,1004,o4aw7m0f,D3S1b
7,5m1k418p,718,7,25,25,15,4,1,300,20,25,10,1004,o4aw7m0f,D3S1b
8,56ho1se3,650,8,25,25,15,4,1,300,20,25,10,1004,o4aw7m0f,D3S1b
9,w50nstnk,710,9,25,25,15,4,1,300,20,25,10,1004,o4aw7m0f,D3S1b
10,efvi54fe,738,10,25,25,15,4,1,300,20,25,10,1004,o4aw7m0f,D3S1b
1,brerdqcz,718,1,40,40,20,5,1,300,40,30,15,1005,o4aw7m0f,D3S1b
2,ev9blazq,758,2,40,40,20,5,1,300,40,30,15,1005,o4aw7m0f,D3S1b
3,07rqm0nm,583,3,45,45,10,5,1,300,40,30,15,1005,o4aw7m0f,D3S1b
4,j4sdwudt,698,4,40,40,20,5,1,300,40,30,15,1005,o4aw7m0f,D3S1b
5,3z7r6y4w,606,5,40,40,20,5,1,300,40,30,15,1005,o4aw7m0f,D3S1b
6,1flipg31,673,6,40,40,20,5,1,300,40,30,15,1005,o4aw7m0f,D3S1b
7,5m1k418p,718,7,40,40,20,5,1,300,40,30,15,1005,o4aw7m0f,D3S1b
8,56ho1se3,650,8,40,40,20,5,1,300,40,30,15,1005,o4aw7m0f,D3S1b
9,w50nstnk,710,9,40,40,20,5,1,300,40,30,15,1005,o4aw7m0f,D3S1b
10,efvi54fe,738,10,40,40,20,5,1,300,40,30,15,1005,o4aw7m0f,D3S1b
1,brerdqcz,718,1,30,30,20,6,1,300,60,30,20,1006,o4aw7m0f,D3S1b
2,ev9blazq,758,2,30,30,20,6,1,300,60,30,20,1006,o4aw7m0f,D3S1b
3,07rqm0nm,583,3,60,60,10,6,1,300,60,30,20,1006,o4aw7m0f,D3S1b
4,j4sdwudt,698,4,30,30,20,6,1,300,60,30,20,1006,o4aw7m0f,D3S1b
5,3z7r6y4w,606,5,60,60,10,6,1,300,60,30,20,1006,o4aw7m0f,D3S1b
6,1flipg31,673,6,30,30,20,6,1,300,60,30,20,1006,o4aw7m0f,D3S1b
7,5m1k418p,718,7,60,60,10,6,1,300,60,30,20,1006,o4aw7m0f,D3S1b
8,56ho1se3,650,8,30,30,20,6,1,300,60,30,20,1006,o4aw7m0f,D3S1b
9,w50nstnk,710,9,30,30,20,6,1,300,60,30,20,1006,o4aw7m0f,D3S1b
10,efvi54fe,738,10,30,30,20,6,1,300,60,30,20,1006,o4aw7m0f,D3S1b
1,brerdqcz,718,1,15,15,15,7,1,300,40,15,15,1007,o4aw7m0f,D3S1b
2,ev9blazq,758,2,15,15,15,7,1,300,40,15,15,1007,o4aw7m0f,D3S1b
3,07rqm0nm,583,3,40,40,5,7,1,300,40,15,15,1007,o4aw7m0f,D3S1b
4,j4sdwudt,698,4,15,15,15,7,1,300,40,15,15,1007,o4aw7m0f,D3S1b
5,3z7r6y4w,606,5,40,40,5,7,1,300,40,15,15,1007,o4aw7m0f,D3S1b
6,1flipg31,673,6,15,15,15,7,1,300,40,15,15,1007,o4aw7m0f,D3S1b
7,5m1k418p,718,7,40,40,5,7,1,300,40,15,15,1007,o4aw7m0f,D3S1b
8,56ho1se3,650,8,15,15,15,7,1,300,40,15,15,1007,o4aw7m0f,D3S1b
9,w50nstnk,710,9,15,15,15,7,1,300,40,15,15,1007,o4aw7m0f,D3S1b
10,efvi54fe,738,10,15,15,15,7,1,300,40,15,15,1007,o4aw7m0f,D3S1b
1,brerdqcz,718,1,25,25,20,8,1,300,25,15,15,1008,o4aw7m0f,D3S1b
2,ev9blazq,758,2,25,25,20,8,1,300,25,15,15,1008,o4aw7m0f,D3S1b
3,07rqm0nm,583,3,25,25,20,8,1,300,25,15,15,1008,o4aw7m0f,D3S1b
4,j4sdwudt,698,4,25,25,20,8,1,300,25,15,15,1008,o4aw7m0f,D3S1b
5,3z7r6y4w,606,5,25,25,20,8,1,300,25,15,15,1008,o4aw7m0f,D3S1b
6,1flipg31,673,6,15,15,15,8,1,300,25,15,15,1008,o4aw7m0f,D3S1b
7,5m1k418p,718,7,25,25,20,8,1,300,25,15,15,1008,o4aw7m0f,D3S1b
8,56ho1se3,650,8,25,25,20,8,1,300,25,15,15,1008,o4aw7m0f,D3S1b
9,w50nstnk,710,9,25,25,20,8,1,300,25,15,15,1008,o4aw7m0f,D3S1b
10,efvi54fe,738,10,25,25,20,8,1,300,25,15,15,1008,o4aw7m0f,D3S1b
1,brerdqcz,718,1,50,50,30,9,1,300,50,40,20,1009,o4aw7m0f,D3S1b
2,ev9blazq,758,2,50,50,30,9,1,300,50,40,20,1009,o4aw7m0f,D3S1b
3,07rqm0nm,583,3,55,55,20,9,1,300,50,40,20,1009,o4aw7m0f,D3S1b
4,j4sdwudt,698,4,50,50,30,9,1,300,50,40,20,1009,o4aw7m0f,D3S1b
5,3z7r6y4w,606,5,50,50,30,9,1,300,50,40,20,1009,o4aw7m0f,D3S1b
6,1flipg31,673,6,50,50,30,9,1,300,50,40,20,1009,o4aw7m0f,D3S1b
7,5m1k418p,718,7,50,50,30,9,1,300,50,40,20,1009,o4aw7m0f,D3S1b
8,56ho1se3,650,8,50,50,30,9,1,300,50,40,20,1009,o4aw7m0f,D3S1b
9,w50nstnk,710,9,50,50,30,9,1,300,50,40,20,1009,o4aw7m0f,D3S1b
10,efvi54fe,738,10,50,50,30,9,1,300,50,40,20,1009,o4aw7m0f,D3S1b
1,brerdqcz,718,1,30,30,10,10,1,300,30,45,10,1010,o4aw7m0f,D3S1b
2,ev9blazq,758,2,30,30,10,10,1,300,30,45,10,1010,o4aw7m0f,D3S1b
3,07rqm0nm,583,3,45,45,5,10,1,300,30,45,10,1010,o4aw7m0f,D3S1b
