participant.id_in_session,participant.code,participant.payoff,player.id_in_group,player.P1,player.P2,player.payoff,subsession.round_number,subsession.treatment_type,subsession.num_initial_points,subsession.X,subsession.Y,subsession.Z,subsession.subsession_pk,session.code,session.label
7,coo1xr8c,591,7,40,40,5,7,1,300,40,15,15,627,xo1wno8e,D1S4a
8,th3myxcy,581,8,40,40,5,7,1,300,40,15,15,627,xo1wno8e,D1S4a
9,lxkz0itq,666,9,15,15,15,7,1,300,40,15,15,627,xo1wno8e,D1S4a
10,8dcqh23v,528,10,45,45,-5,7,1,300,40,15,15,627,xo1wno8e,D1S4a
11,thxqxl5c,506,11,40,40,5,7,1,300,40,15,15,627,xo1wno8e,D1S4a
1,a9hckzxq,668,1,25,25,20,8,1,300,25,15,15,628,xo1wno8e,D1S4a
2,kxd1odzn,598,2,25,25,20,8,1,300,25,15,15,628,xo1wno8e,D1S4a
3,wkepssts,623,3,15,15,15,8,1,300,25,15,15,628,xo1wno8e,D1S4a
4,zei62tus,516,4,30,30,10,8,1,300,25,15,15,628,xo1wno8e,D1S4a
5,kx2twnpi,653,5,15,15,15,8,1,300,25,15,15,628,xo1wno8e,D1S4a
6,ohejl30c,636,6,25,25,20,8,1,300,25,15,15,628,xo1wno8e,D1S4a
7,coo1xr8c,591,7,20,20,10,8,1,300,25,15,15,628,xo1wno8e,D1S4a
8,th3myxcy,581,8,25,25,20,8,1,300,25,15,15,628,xo1wno8e,D1S4a
9,lxkz0itq,666,9,25,25,20,8,1,300,25,15,15,628,xo1wno8e,D1S4a
10,8dcqh23v,528,10,30,30,10,8,1,300,25,15,15,628,xo1wno8e,D1S4a
11,thxqxl5c,506,11,10,10,0,8,1,300,25,15,15,628,xo1wno8e,D1S4a
1,a9hckzxq,668,1,50,50,30,9,1,300,50,40,20,629,xo1wno8e,D1S4a
2,kxd1odzn,598,2,50,50,30,9,1,300,50,40,20,629,xo1wno8e,D1S4a
3,wkepssts,623,3,40,40,20,9,1,300,50,40,20,629,xo1wno8e,D1S4a
4,zei62tus,516,4,70,70,-10,9,1,300,50,40,20,629,xo1wno8e,D1S4a
5,kx2twnpi,653,5,50,50,30,9,1,300,50,40,20,629,xo1wno8e,D1S4a
6,ohejl30c,636,6,50,50,30,9,1,300,50,40,20,629,xo1wno8e,D1S4a
7,coo1xr8c,591,7,50,50,30,9,1,300,50,40,20,629,xo1wno8e,D1S4a
8,th3myxcy,581,8,50,50,30,9,1,300,50,40,20,629,xo1wno8e,D1S4a
9,lxkz0itq,666,9,50,50,30,9,1,300,50,40,20,629,xo1wno8e,D1S4a
10,8dcqh23v,528,10,55,55,20,9,1,300,50,40,20,629,xo1wno8e,D1S4a
11,thxqxl5c,506,11,50,50,30,9,1,300,50,40,20,629,xo1wno8e,D1S4a
1,a9hckzxq,668,1,30,30,10,10,1,300,30,45,10,630,xo1wno8e,D1S4a
2,kxd1odzn,598,2,30,30,10,10,1,300,30,45,10,630,xo1wno8e,D1S4a
3,wkepssts,623,3,30,30,10,10,1,300,30,45,10,630,xo1wno8e,D1S4a
4,zei62tus,516,4,50,50,-5,10,1,300,30,45,10,630,xo1wno8e,D1S4a
5,kx2twnpi,653,5,30,30,10,10,1,300,30,45,10,630,xo1wno8e,D1S4a
6,ohejl30c,636,6,45,45,5,10,1,300,30,45,10,630,xo1wno8e,D1S4a
7,coo1xr8c,591,7,45,45,5,10,1,300,30,45,10,630,xo1wno8e,D1S4a
8,th3myxcy,581,8,45,45,5,10,1,300,30,45,10,630,xo1wno8e,D1S4a
9,lxkz0itq,666,9,45,45,5,10,1,300,30,45,10,630,xo1wno8e,D1S4a
10,8dcqh23v,528,10,35,35,5,10,1,300,30,45,10,630,xo1wno8e,D1S4a
11,thxqxl5c,506,11,0,0,0,10,1,300,30,45,10,630,xo1wno8e,D1S4a
1,a9hckzxq,668,1,20,20,15,11,1,300,45,20,15,631,xo1wno8e,D1S4a
2,kxd1odzn,598,2,20,20,15,11,1,300,45,20,15,631,xo1wno8e,D1S4a
3,wkepssts,623,3,20,20,15,11,1,300,45,20,15,631,xo1wno8e,D1S4a
4,zei62tus,516,4,50,50,-5,11,1,300,45,20,15,631,xo1wno8e,D1S4a
5,kx2twnpi,653,5,20,20,15,11,1,300,45,20,15,631,xo1wno8e,D1S4a
6,ohejl30c,636,6,45,45,5,11,1,300,45,20,15,631,xo1wno8e,D1S4a
7,coo1xr8c,591,7,45,45,5,11,1,300,45,20,15,631,xo1wno8e,D1S4a
8,th3myxcy,581,8,45,45,5,11,1,300,45,20,15,631,xo1wno8e,D1S4a
9,lxkz0itq,666,9,45,45,5,11,1,300,45,20,15,631,xo1wno8e,D1S4a
10,8dcqh23v,528,10,20,20,15,11,1,300,45,20,15,631,xo1wno8e,D1S4a
11,thxqxl5c,506,11,4,4,0,11,1,300,45,20,15,631,xo1wno8e,D1S4a
1,a9hckzxq,668,1,40,40,20,12,1,300,40,30,15,632,xo1wno8e,D1S4a
2,kxd1odzn,598,2,30,30,15,12,1,300,40,30,15,632,xo1wno8e,D1S4a
3,wkepssts,623,3,40,40,20,12,1,300,40,30,15,632,xo1wno8e,D1S4a
4,zei62tus,516,4,40,40,20,12,1,300,40,30,15,632,xo1wno8e,D1S4a
5,kx2twnpi,653,5,40,40,20,12,1,300,40,30,15,632,xo1wno8e,D1S4a
6,ohejl30c,636,6,40,40,20,12,1,300,40,30,15,632,xo1wno8e,D1S4a
7,coo1xr8c,591,7,40,40,20,12,1,300,40,30,15,632,xo1wno8e,D1S4a
8,th3myxcy,581,8,40,40,20,12,1,300,40,30,15,632,xo1wno8e,D1S4a
9,lxkz0itq,666,9,40,40,20,12,1,300,40,30,15,632,xo1wno8e,D1S4a
10,8dcqh23v,528,10,42,42,16,12,1,300,40,30,15,632,xo1wno8e,D1S4a
11,thxqxl5c,506,11,40,40,20,12,1,300,40,30,15,632,xo1wno8e,D1S4a
1,a9hckzxq,668,1,35,35,25,13,1,300,20,35,20,633,xo1wno8e,D1S4a
2,kxd1odzn,598,2,20,20,20,13,1,300,20,35,20,633,xo1wno8e,D1S4a
3,wkepssts,623,3,35,35,25,13,1,300,20,35,20,633,xo1wno8e,D1S4a
4,zei62tus,516,4,30,30,10,13,1,300,20,35,20,633,xo1wno8e,D1S4a
5,kx2twnpi,653,5,35,35,25,13,1,300,20,35,20,633,xo1wno8e,D1S4a
6,ohejl30c,636,6,35,35,25,13,1,300,20,35,20,633,xo1wno8e,D1S4a
7,coo1xr8c,591,7,35,35,25,13,1,300,20,35,20,633,xo1wno8e,D1S4a
8,th3myxcy,581,8,40,40,15,13,1,300,20,35,20,633,xo1wno8e,D1S4a
9,lxkz0itq,666,9,35,35,25,13,1,300,20,35,20,633,xo1wno8e,D1S4a
10,8dcqh23v,528,10,35,35,25,13,1,300,20,35,20,633,xo1wno8e,D1S4a
11,thxqxl5c,506,11,35,35,25,13,1,300,20,35,20,633,xo1wno8e,D1S4a
1,a9hckzxq,668,1,10,10,15,14,1,300,30,10,15,634,xo1wno8e,D1S4a
2,kxd1odzn,598,2,10,10,15,14,1,300,30,10,15,634,xo1wno8e,D1S4a
3,wkepssts,623,3,10,10,15,14,1,300,30,10,15,634,xo1wno8e,D1S4a
4,zei62tus,516,4,35,35,0,14,1,300,30,10,15,634,xo1wno8e,D1S4a
5,kx2twnpi,653,5,10,10,15,14,1,300,30,10,15,634,xo1wno8e,D1S4a
6,ohejl30c,636,6,30,30,10,14,1,300,30,10,15,634,xo1wno8e,D1S4a
7,coo1xr8c,591,7,30,30,10,14,1,300,30,10,15,634,xo1wno8e,D1S4a
8,th3myxcy,581,8,30,30,10,14,1,300,30,10,15,634,xo1wno8e,D1S4a
9,lxkz0itq,666,9,30,30,10,14,1,300,30,10,15,634,xo1wno8e,D1S4a
10,8dcqh23v,528,10,30,30,10,14,1,300,30,10,15,634,xo1wno8e,D1S4a
11,thxqxl5c,506,11,30,30,10,14,1,300,30,10,15,634,xo1wno8e,D1S4a
1,a9hckzxq,668,1,30,30,8,15,1,300,30,40,8,635,xo1wno8e,D1S4a
2,kxd1odzn,598,2,30,30,8,15,1,300,30,40,8,635,xo1wno8e,D1S4a
3,wkepssts,623,3,30,30,8,15,1,300,30,40,8,635,xo1wno8e,D1S4a
4,zei62tus,516,4,40,40,6,15,1,300,30,40,8,635,xo1wno8e,D1S4a
5,kx2twnpi,653,5,30,30,8,15,1,300,30,40,8,635,xo1wno8e,D1S4a
6,ohejl30c,636,6,40,40,6,15,1,300,30,40,8,635,xo1wno8e,D1S4a
7,coo1xr8c,591,7,40,40,6,15,1,300,30,40,8,635,xo1wno8e,D1S4a
8,th3myxcy,581,8,40,40,6,15,1,300,30,40,8,635,xo1wno8e,D1S4a
9,lxkz0itq,666,9,40,40,6,15,1,300,30,40,8,635,xo1wno8e,D1S4a
10,8dcqh23v,528,10,30,30,8,15,1,300,30,40,8,635,xo1wno8e,D1S4a
11,thxqxl5c,506,11,40,40,6,15,1,300,30,40,8,635,xo1wno8e,D1S4a
1,a9hckzxq,668,1,,,0,16,,300,,,,636,xo1wno8e,D1S4a
2,kxd1odzn,598,2,,,0,16,,300,,,,636,xo1wno8e,D1S4a
3,wkepssts,623,3,,,0,16,,300,,,,636,xo1wno8e,D1S4a
4,zei62tus,516,4,,,0,16,,300,,,,636,xo1wno8e,D1S4a
5,kx2twnpi,653,5,,,0,16,,300,,,,636,xo1wno8e,D1S4a
6,ohejl30c,636,6,,,0,16,,300,,,,636,xo1wno8e,D1S4a
7,coo1xr8c,591,7,,,0,16,,300,,,,636,xo1wno8e,D1S4a
8,th3myxcy,581,8,,,0,16,,300,,,,636,xo1wno8e,D1S4a
9,lxkz0itq,666,9,,,0,16,,300,,,,636,xo1wno8e,D1S4a
10,8dcqh23v,528,10,,,0,16,,300,,,,636,xo1wno8e,D1S4a
11,thxqxl5c,506,11,,,0,16,,300,,,,636,xo1wno8e,D1S4a
1,a9hckzxq,668,1,,,0,17,,300,,,,637,xo1wno8e,D1S4a
2,kxd1odzn,598,2,,,0,17,,300,,,,637,xo1wno8e,D1S4a
3,wkepssts,623,3,,,0,17,,300,,,,637,xo1wno8e,D1S4a
4,zei62tus,516,4,,,0,17,,300,,,,637,xo1wno8e,D1S4a
5,kx2twnpi,653,5,,,0,17,,300,,,,637,xo1wno8e,D1S4a
6,ohejl30c,636,6,,,0,17,,300,,,,637,xo1wno8e,D1S4a
7,coo1xr8c,591,7,,,0,17,,300,,,,637,xo1wno8e,D1S4a
8,th3myxcy,581,8,,,0,17,,300,,,,637,xo1wno8e,D1S4a
9,lxkz0itq,666,9,,,0,17,,300,,,,637,xo1wno8e,D1S4a
10,8dcqh23v,528,10,,,0,17,,300,,,,637,xo1wno8e,D1S4a
11,thxqxl5c,506,11,,,0,17,,300,,,,637,xo1wno8e,D1S4a
1,a9hckzxq,668,1,,,0,18,,300,,,,638,xo1wno8e,D1S4a
2,kxd1odzn,598,2,,,0,18,,300,,,,638,xo1wno8e,D1S4a
3,wkepssts,623,3,,,0,18,,300,,,,638,xo1wno8e,D1S4a
4,zei62tus,516,4,,,0,18,,300,,,,638,xo1wno8e,D1S4a
5,kx2twnpi,653,5,,,0,18,,300,,,,638,xo1wno8e,D1S4a
6,ohejl30c,636,6,,,0,18,,300,,,,638,xo1wno8e,D1S4a
7,coo1xr8c,591,7,,,0,18,,300,,,,638,xo1wno8e,D1S4a
8,th3myxcy,581,8,,,0,18,,300,,,,638,xo1wno8e,D1S4a
9,lxkz0itq,666,9,,,0,18,,300,,,,638,xo1wno8e,D1S4a
10,8dcqh23v,528,10,,,0,18,,300,,,,638,xo1wno8e,D1S4a
11,thxqxl5c,506,11,,,0,18,,300,,,,638,xo1wno8e,D1S4a
1,a9hckzxq,668,1,,,0,19,,300,,,,639,xo1wno8e,D1S4a
2,kxd1odzn,598,2,,,0,19,,300,,,,639,xo1wno8e,D1S4a
3,wkepssts,623,3,,,0,19,,300,,,,639,xo1wno8e,D1S4a
4,zei62tus,516,4,,,0,19,,300,,,,639,xo1wno8e,D1S4a
5,kx2twnpi,653,5,,,0,19,,300,,,,639,xo1wno8e,D1S4a
6,ohejl30c,636,6,,,0,19,,300,,,,639,xo1wno8e,D1S4a
7,coo1xr8c,591,7,,,0,19,,300,,,,639,xo1wno8e,D1S4a
8,th3myxcy,581,8,,,0,19,,300,,,,639,xo1wno8e,D1S4a
9,lxkz0itq,666,9,,,0,19,,300,,,,639,xo1wno8e,D1S4a
10,8dcqh23v,528,10,,,0,19,,300,,,,639,xo1wno8e,D1S4a
11,thxqxl5c,506,11,,,0,19,,300,,,,639,xo1wno8e,D1S4a
1,a9hckzxq,668,1,,,0,20,,300,,,,640,xo1wno8e,D1S4a
2,kxd1odzn,598,2,,,0,20,,300,,,,640,xo1wno8e,D1S4a
3,wkepssts,623,3,,,0,20,,300,,,,640,xo1wno8e,D1S4a
4,zei62tus,516,4,,,0,20,,300,,,,640,xo1wno8e,D1S4a
5,kx2twnpi,653,5,,,0,20,,300,,,,640,xo1wno8e,D1S4a
6,ohejl30c,636,6,,,0,20,,300,,,,640,xo1wno8e,D1S4a
7,coo1xr8c,591,7,,,0,20,,300,,,,640,xo1wno8e,D1S4a
8,th3myxcy,581,8,,,0,20,,300,,,,640,xo1wno8e,D1S4a
9,lxkz0itq,666,9,,,0,20,,300,,,,640,xo1wno8e,D1S4a
10,8dcqh23v,528,10,,,0,20,,300,,,,640,xo1wno8e,D1S4a
11,thxqxl5c,506,11,,,0,20,,300,,,,640,xo1wno8e,D1S4a
1,s4cltyim,661,1,45,45,310,1,3,300,45,20,10,641,l67ytlcr,D1S4b
2,7q69f3gy,696,2,45,45,310,1,3,300,45,20,10,641,l67ytlcr,D1S4b
3,l168ak2v,556,3,45,45,310,1,3,300,45,20,10,641,l67ytlcr,D1S4b
4,noecfkfu,616,4,45,45,310,1,3,300,45,20,10,641,l67ytlcr,D1S4b
5,kpcw248p,413,5,50,50,305,1,3,300,45,20,10,641,l67ytlcr,D1S4b
6,l6gx2cj6,663,6,45,45,310,1,3,300,45,20,10,641,l67ytlcr,D1S4b
7,ggvjkbss,570,7,53,53,302,1,3,300,45,20,10,641,l67ytlcr,D1S4b
8,9y2ap0q3,551,8,55,55,300,1,3,300,45,20,10,641,l67ytlcr,D1S4b
9,nktwu64q,623,9,45,45,310,1,3,300,45,20,10,641,l67ytlcr,D1S4b
10,e4oia824,676,10,45,45,310,1,3,300,45,20,10,641,l67ytlcr,D1S4b
11,9930057s,546,11,45,45,310,1,3,300,45,20,10,641,l67ytlcr,D1S4b
1,s4cltyim,661,1,15,15,20,2,3,300,15,30,20,642,l67ytlcr,D1S4b
2,7q69f3gy,696,2,15,15,20,2,3,300,15,30,20,642,l67ytlcr,D1S4b
3,l168ak2v,556,3,15,15,20,2,3,300,15,30,20,642,l67ytlcr,D1S4b
4,noecfkfu,616,4,15,15,20,2,3,300,15,30,20,642,l67ytlcr,D1S4b
5,kpcw248p,413,5,35,35,0,2,3,300,15,30,20,642,l67ytlcr,D1S4b
6,l6gx2cj6,663,6,15,15,20,2,3,300,15,30,20,642,l67ytlcr,D1S4b
7,ggvjkbss,570,7,16,16,19,2,3,300,15,30,20,642,l67ytlcr,D1S4b
8,9y2ap0q3,551,8,35,35,0,2,3,300,15,30,20,642,l67ytlcr,D1S4b
9,nktwu64q,623,9,15,15,20,2,3,300,15,30,20,642,l67ytlcr,D1S4b
10,e4oia824,676,10,15,15,20,2,3,300,15,30,20,642,l67ytlcr,D1S4b
11,9930057s,546,11,15,15,20,2,3,300,15,30,20,642,l67ytlcr,D1S4b
1,s4cltyim,661,1,30,30,15,3,3,300,30,50,15,643,l67ytlcr,D1S4b
2,7q69f3gy,696,2,30,30,15,3,3,300,30,50,15,643,l67ytlcr,D1S4b
3,l168ak2v,556,3,30,30,15,3,3,300,30,50,15,643,l67ytlcr,D1S4b
4,noecfkfu,616,4,30,30,15,3,3,300,30,50,15,643,l67ytlcr,D1S4b
5,kpcw248p,413,5,36,36,9,3,3,300,30,50,15,643,l67ytlcr,D1S4b
6,l6gx2cj6,663,6,30,30,15,3,3,300,30,50,15,643,l67ytlcr,D1S4b
7,ggvjkbss,570,7,31,31,14,3,3,300,30,50,15,643,l67ytlcr,D1S4b
8,9y2ap0q3,551,8,45,45,0,3,3,300,30,50,15,643,l67ytlcr,D1S4b
9,nktwu64q,623,9,30,30,15,3,3,300,30,50,15,643,l67ytlcr,D1S4b
10,e4oia824,676,10,30,30,15,3,3,300,30,50,15,643,l67ytlcr,D1S4b
11,9930057s,546,11,30,30,15,3,3,300,30,50,15,643,l67ytlcr,D1S4b
1,s4cltyim,661,1,30,30,5,4,1,300,20,25,10,644,l67ytlcr,D1S4b
2,7q69f3gy,696,2,25,25,15,4,1,300,20,25,10,644,l67ytlcr,D1S4b
3,l168ak2v,556,3,25,25,15,4,1,300,20,25,10,644,l67ytlcr,D1S4b
4,noecfkfu,616,4,25,25,15,4,1,300,20,25,10,644,l67ytlcr,D1S4b
5,kpcw248p,413,5,29,29,7,4,1,300,20,25,10,644,l67ytlcr,D1S4b
6,l6gx2cj6,663,6,25,25,15,4,1,300,20,25,10,644,l67ytlcr,D1S4b
7,ggvjkbss,570,7,26,26,13,4,1,300,20,25,10,644,l67ytlcr,D1S4b
8,9y2ap0q3,551,8,35,35,-5,4,1,300,20,25,10,644,l67ytlcr,D1S4b
9,nktwu64q,623,9,20,20,10,4,1,300,20,25,10,644,l67ytlcr,D1S4b
10,e4oia824,676,10,25,25,15,4,1,300,20,25,10,644,l67ytlcr,D1S4b
11,9930057s,546,11,25,25,15,4,1,300,20,25,10,644,l67ytlcr,D1S4b
1,s4cltyim,661,1,40,40,20,5,1,300,40,30,15,645,l67ytlcr,D1S4b
2,7q69f3gy,696,2,40,40,20,5,1,300,40,30,15,645,l67ytlcr,D1S4b
3,l168ak2v,556,3,40,40,20,5,1,300,40,30,15,645,l67ytlcr,D1S4b
4,noecfkfu,616,4,40,40,20,5,1,300,40,30,15,645,l67ytlcr,D1S4b
5,kpcw248p,413,5,55,55,-10,5,1,300,40,30,15,645,l67ytlcr,D1S4b
6,l6gx2cj6,663,6,40,40,20,5,1,300,40,30,15,645,l67ytlcr,D1S4b
7,ggvjkbss,570,7,41,41,18,5,1,300,40,30,15,645,l67ytlcr,D1S4b
8,9y2ap0q3,551,8,45,45,10,5,1,300,40,30,15,645,l67ytlcr,D1S4b
9,nktwu64q,623,9,30,30,15,5,1,300,40,30,15,645,l67ytlcr,D1S4b
10,e4oia824,676,10,40,40,20,5,1,300,40,30,15,645,l67ytlcr,D1S4b
11,9930057s,546,11,40,40,20,5,1,300,40,30,15,645,l67ytlcr,D1S4b
1,s4cltyim,661,1,60,60,10,6,1,300,60,30,20,646,l67ytlcr,D1S4b
2,7q69f3gy,696,2,60,60,10,6,1,300,60,30,20,646,l67ytlcr,D1S4b
3,l168ak2v,556,3,60,60,10,6,1,300,60,30,20,646,l67ytlcr,D1S4b
4,noecfkfu,616,4,60,60,10,6,1,300,60,30,20,646,l67ytlcr,D1S4b
5,kpcw248p,413,5,65,65,0,6,1,300,60,30,20,646,l67ytlcr,D1S4b
6,l6gx2cj6,663,6,30,30,20,6,1,300,60,30,20,646,l67ytlcr,D1S4b
7,ggvjkbss,570,7,60,60,10,6,1,300,60,30,20,646,l67ytlcr,D1S4b
8,9y2ap0q3,551,8,65,65,0,6,1,300,60,30,20,646,l67ytlcr,D1S4b
9,nktwu64q,623,9,30,30,20,6,1,300,60,30,20,646,l67ytlcr,D1S4b
10,e4oia824,676,10,60,60,10,6,1,300,60,30,20,646,l67ytlcr,D1S4b
11,9930057s,546,11,60,60,10,6,1,300,60,30,20,646,l67ytlcr,D1S4b
1,s4cltyim,661,1,40,40,5,7,1,300,40,15,15,647,l67ytlcr,D1S4b
2,7q69f3gy,696,2,40,40,5,7,1,300,40,15,15,647,l67ytlcr,D1S4b
3,l168ak2v,556,3,40,40,5,7,1,300,40,15,15,647,l67ytlcr,D1S4b
4,noecfkfu,616,4,40,40,5,7,1,300,40,15,15,647,l67ytlcr,D1S4b
5,kpcw248p,413,5,45,45,-5,7,1,300,40,15,15,647,l67ytlcr,D1S4b
6,l6gx2cj6,663,6,15,15,15,7,1,300,40,15,15,647,l67ytlcr,D1S4b
7,ggvjkbss,570,7,40,40,5,7,1,300,40,15,15,647,l67ytlcr,D1S4b
8,9y2ap0q3,551,8,40,40,5,7,1,300,40,15,15,647,l67ytlcr,D1S4b
9,nktwu64q,623,9,15,15,15,7,1,300,40,15,15,647,l67ytlcr,D1S4b
10,e4oia824,676,10,40,40,5,7,1,300,40,15,15,647,l67ytlcr,D1S4b
11,9930057s,546,11,40,40,5,7,1,300,40,15,15,647,l67ytlcr,D1S4b
1,s4cltyim,661,1,25,25,20,8,1,300,25,15,15,648,l67ytlcr,D1S4b
2,7q69f3gy,696,2,25,25,20,8,1,300,25,15,15,648,l67ytlcr,D1S4b
3,l168ak2v,556,3,25,25,20,8,1,300,25,15,15,648,l67ytlcr,D1S4b
4,noecfkfu,616,4,25,25,20,8,1,300,25,15,15,648,l67ytlcr,D1S4b
5,kpcw248p,413,5,30,30,10,8,1,300,25,15,15,648,l67ytlcr,D1S4b
6,l6gx2cj6,663,6,25,25,20,8,1,300,25,15,15,648,l67ytlcr,D1S4b
7,ggvjkbss,570,7,26,26,18,8,1,300,25,15,15,648,l67ytlcr,D1S4b
8,9y2ap0q3,551,8,15,15,15,8,1,300,25,15,15,648,l67ytlcr,D1S4b
9,nktwu64q,623,9,15,15,15,8,1,300,25,15,15,648,l67ytlcr,D1S4b
10,e4oia824,676,10,25,25,20,8,1,300,25,15,15,648,l67ytlcr,D1S4b
11,9930057s,546,11,30,30,10,8,1,300,25,15,15,648,l67ytlcr,D1S4b
1,s4cltyim,661,1,50,50,30,9,1,300,50,40,20,649,l67ytlcr,D1S4b
2,7q69f3gy,696,2,50,50,30,9,1,300,50,40,20,649,l67ytlcr,D1S4b
3,l168ak2v,556,3,50,50,30,9,1,300,50,40,20,649,l67ytlcr,D1S4b
4,noecfkfu,616,4,50,50,30,9,1,300,50,40,20,649,l67ytlcr,D1S4b
5,kpcw248p,413,5,55,55,20,9,1,300,50,40,20,649,l67ytlcr,D1S4b
6,l6gx2cj6,663,6,40,40,20,9,1,300,50,40,20,649,l67ytlcr,D1S4b
7,ggvjkbss,570,7,50,50,30,9,1,300,50,40,20,649,l67ytlcr,D1S4b
8,9y2ap0q3,551,8,40,40,20,9,1,300,50,40,20,649,l67ytlcr,D1S4b
9,nktwu64q,623,9,50,50,30,9,1,300,50,40,20,649,l67ytlcr,D1S4b
10,e4oia824,676,10,50,50,30,9,1,300,50,40,20,649,l67ytlcr,D1S4b
11,9930057s,546,11,60,60,10,9,1,300,50,40,20,649,l67ytlcr,D1S4b
1,s4cltyim,661,1,45,45,5,10,1,300,30,45,10,650,l67ytlcr,D1S4b
2,7q69f3gy,696,2,45,45,5,10,1,300,30,45,10,650,l67ytlcr,D1S4b
3,l168ak2v,556,3,45,45,5,10,1,300,30,45,10,650,l67ytlcr,D1S4b
4,noecfkfu,616,4,45,45,5,10,1,300,30,45,10,650,l67ytlcr,D1S4b
5,kpcw248p,413,5,50,50,-5,10,1,300,30,45,10,650,l67ytlcr,D1S4b
6,l6gx2cj6,663,6,30,30,10,10,1,300,30,45,10,650,l67ytlcr,D1S4b
7,ggvjkbss,570,7,50,50,-5,10,1,300,30,45,10,650,l67ytlcr,D1S4b
8,9y2ap0q3,551,8,30,30,10,10,1,300,30,45,10,650,l67ytlcr,D1S4b
9,nktwu64q,623,9,30,30,10,10,1,300,30,45,10,650,l67ytlcr,D1S4b
10,e4oia824,676,10,45,45,5,10,1,300,30,45,10,650,l67ytlcr,D1S4b
11,9930057s,546,11,55,55,-15,10,1,300,30,45,10,650,l67ytlcr,D1S4b
1,s4cltyim,661,1,20,20,15,11,1,300,45,20,15,651,l67ytlcr,D1S4b
2,7q69f3gy,696,2,45,45,5,11,1,300,45,20,15,651,l67ytlcr,D1S4b
3,l168ak2v,556,3,45,45,5,11,1,300,45,20,15,651,l67ytlcr,D1S4b
4,noecfkfu,616,4,45,45,5,11,1,300,45,20,15,651,l67ytlcr,D1S4b
5,kpcw248p,413,5,50,50,-5,11,1,300,45,20,15,651,l67ytlcr,D1S4b
6,l6gx2cj6,663,6,20,20,15,11,1,300,45,20,15,651,l67ytlcr,D1S4b
7,ggvjkbss,570,7,45,45,5,11,1,300,45,20,15,651,l67ytlcr,D1S4b
8,9y2ap0q3,551,8,20,20,15,11,1,300,45,20,15,651,l67ytlcr,D1S4b
9,nktwu64q,623,9,20,20,15,11,1,300,45,20,15,651,l67ytlcr,D1S4b
10,e4oia824,676,10,45,45,5,11,1,300,45,20,15,651,l67ytlcr,D1S4b
11,9930057s,546,11,50,50,-5,11,1,300,45,20,15,651,l67ytlcr,D1S4b
1,s4cltyim,661,1,40,40,20,12,1,300,40,30,15,652,l67ytlcr,D1S4b
2,7q69f3gy,696,2,40,40,20,12,1,300,40,30,15,652,l67ytlcr,D1S4b
3,l168ak2v,556,3,40,40,20,12,1,300,40,30,15,652,l67ytlcr,D1S4b
4,noecfkfu,616,4,40,40,20,12,1,300,40,30,15,652,l67ytlcr,D1S4b
5,kpcw248p,413,5,45,45,10,12,1,300,40,30,15,652,l67ytlcr,D1S4b
6,l6gx2cj6,663,6,30,30,15,12,1,300,40,30,15,652,l67ytlcr,D1S4b
7,ggvjkbss,570,7,40,40,20,12,1,300,40,30,15,652,l67ytlcr,D1S4b
8,9y2ap0q3,551,8,55,55,-10,12,1,300,40,30,15,652,l67ytlcr,D1S4b
9,nktwu64q,623,9,40,40,20,12,1,300,40,30,15,652,l67ytlcr,D1S4b
10,e4oia824,676,10,40,40,20,12,1,300,40,30,15,652,l67ytlcr,D1S4b
11,9930057s,546,11,55,55,-10,12,1,300,40,30,15,652,l67ytlcr,D1S4b
1,s4cltyim,661,1,35,35,25,13,1,300,20,35,20,653,l67ytlcr,D1S4b
2,7q69f3gy,696,2,35,35,25,13,1,300,20,35,20,653,l67ytlcr,D1S4b
3,l168ak2v,556,3,35,35,25,13,1,300,20,35,20,653,l67ytlcr,D1S4b
4,noecfkfu,616,4,35,35,25,13,1,300,20,35,20,653,l67ytlcr,D1S4b
5,kpcw248p,413,5,40,40,15,13,1,300,20,35,20,653,l67ytlcr,D1S4b
6,l6gx2cj6,663,6,35,35,25,13,1,300,20,35,20,653,l67ytlcr,D1S4b
7,ggvjkbss,570,7,35,35,25,13,1,300,20,35,20,653,l67ytlcr,D1S4b
8,9y2ap0q3,551,8,45,45,5,13,1,300,20,35,20,653,l67ytlcr,D1S4b
9,nktwu64q,623,9,35,35,25,13,1,300,20,35,20,653,l67ytlcr,D1S4b
10,e4oia824,676,10,35,35,25,13,1,300,20,35,20,653,l67ytlcr,D1S4b
11,9930057s,546,11,40,40,15,13,1,300,20,35,20,653,l67ytlcr,D1S4b
1,s4cltyim,661,1,10,10,15,14,1,300,30,10,15,654,l67ytlcr,D1S4b
2,7q69f3gy,696,2,30,30,10,14,1,300,30,10,15,654,l67ytlcr,D1S4b
3,l168ak2v,556,3,30,30,10,14,1,300,30,10,15,654,l67ytlcr,D1S4b
4,noecfkfu,616,4,30,30,10,14,1,300,30,10,15,654,l67ytlcr,D1S4b
5,kpcw248p,413,5,32,32,6,14,1,300,30,10,15,654,l67ytlcr,D1S4b
6,l6gx2cj6,663,6,10,10,15,14,1,300,30,10,15,654,l67ytlcr,D1S4b
7,ggvjkbss,570,7,30,30,10,14,1,300,30,10,15,654,l67ytlcr,D1S4b
8,9y2ap0q3,551,8,32,32,6,14,1,300,30,10,15,654,l67ytlcr,D1S4b
